Scgb3a2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.89850970181169,0,0,0,0,0,4.96053351321367,0,6.97387916879481,3.48496335021015,4.62133087764319,4.6449985710624,4.54701390784639,7.16411530460571,4.06679394369027,6.66918261954385,0,5.71229241728871,6.38721427829802,0,0,0,6.70522691118776,3.40076109101298,0,0,0,6.35966866347696,3.44422722391647,6.99037077924524,6.41498553303489,0,0,0,0,3.47201202024062,6.93776984138568,7.25390579643061,0,0,0,4.4661927547485,6.27058504627211,0,6.96742313909839,7.35302031355536,2.35448364108144,7.31673326261623,0,7.86331773278751,0,0
Cbr2,0,0,7.12342586411071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.89472858742555,0,0,6.98824781197302,0,0,0,0,0,0,4.24338966876155,6.91001743723974,6.53145450279119,6.63233435941422,0,2.93071976010532,7.01492469538105,0,6.77718501581805,0,0,6.41521413273027,0,0,0,6.75458545933839,6.7272018630351,6.01585584775885,0,0,6.6623964809957,0,6.96052389629989,0,0,6.81850987384844,6.63030092618586,0,0,6.94471081817274,7.11918632967765,0,0,0,0,0,0,7.01868758023264,7.28976628390187,0,7.18163440089517,0,7.78909444688223,0,0
Mir703,7.80355872966949,0,7.48119091177367,6.57215743857665,7.26042094263341,6.69488569794046,6.86292320511448,0,6.8680069126928,6.56944732807412,6.86968645867062,6.59655141342484,6.68879760986028,6.97189220244889,6.89882304479453,6.65837135931361,6.67958729433879,6.86922856307842,6.77495373364908,6.61356334428315,0,6.9380117149268,7.16068099159348,0,0,7.19132381530918,6.9684559845684,6.6426389191002,0,7.64561659809349,0,7.0996471373101,6.76632507850097,0,6.50917963885464,6.4683998411482,0,6.60643255119134,6.66496223474066,6.72329688900923,6.50998817589382,6.59104428162375,0,0,0,6.93768514647545,0,6.83797762042886,6.85447989495196,0,6.25930088103109,6.50726984496616,0,0,0,0,0,6.57595890463802,0,0,6.88878532161857,0,6.59078289613462,6.71548521419787,6.53870148919877,6.50292449100483,0,6.64023501983409,0,0,0,0,0,6.81717399206738,6.68471618202035,7.10247449574034,0,0,6.77288681051833,0
Dpysl2,7.01865271748244,6.72583736783755,4.04371258835027,6.50239908802876,7.06943021480506,6.5755373116599,6.87100833714406,6.84998535646522,7.0080420041327,6.71957768742914,6.79443777893188,6.56029922366845,6.92648462839105,7.06741234233523,6.70770882463971,6.69759297345258,6.68820449957784,6.7760556048458,6.90545421529852,6.86820360291741,6.84887784885217,6.94816241608474,7.18751524971175,7.34002716767385,6.97467086924524,0,6.89907285781378,6.59362101734274,6.41660081461681,0,6.75388535571967,7.16493137656157,6.82181715113761,7.18830943015108,6.98346309535483,6.52260870744354,5.97654918625166,6.18477608329537,5.98812780287005,6.85351464359865,6.79026217363246,6.20277425064566,7.10582192103322,6.5091967257449,6.13171183467659,7.23022735528914,0,6.97450673823967,6.97936005236315,6.93607455006986,5.62209178509681,6.65716158224351,6.87103254227798,7.10034207822406,6.98441976963449,0,6.6287149304739,6.03236049197064,7.04020154098068,6.46824128434107,6.6588474709117,6.58534115481975,6.10978985477727,0,6.08466400178665,6.40111569779633,6.70731804570218,7.04251144185041,6.60408739202384,7.0428314266294,0,0,6.17004326866308,7.07476356119546,6.93659632994405,0,7.52044948340313,0,7.01487946158761,7.14127000412867
Cyb5,7.52429746209113,6.03190944691768,6.01136508819699,5.96875411588858,7.15710296689813,6.74073609069552,6.66534905273939,6.01332954853622,7.11210486822366,6.65099652551059,6.92657367425819,6.43634166314179,6.1058920226505,5.24902281591022,6.85716114903405,6.61988773092899,5.38342661469313,6.98358814441252,6.75696752406136,6.90295625596871,6.76108347810535,0,7.37628625266696,7.2891331146732,0,0,0,4.23787130393465,6.65289050190172,0,6.39748750882202,6.57353301319647,6.81323854670491,0,6.82800980015256,6.04965485486901,6.58716750666333,6.08963371987714,6.48663164821295,6.70686172882848,5.42054215705915,6.53085322672861,6.71999966216603,6.47823251384633,6.67496065211016,6.87084937685694,5.92683920668847,5.70705244640613,0,6.76964570080941,6.42693521124883,6.45335597226121,6.67313455901279,0,6.61780276804635,6.61419853641238,6.72011431047661,6.51892759024597,0,6.9640056428528,6.45807376889608,6.59142715121974,6.70845021221883,6.63484825749886,6.77248889578876,7.04385041001698,6.72574748620399,7.03025990984526,4.44655631997986,7.08569398493132,6.78235599351748,0,6.61931752565797,7.14591509085156,3.5445753630784,6.89487990602207,5.08203009157461,7.81788008825219,6.982149652784,5.44986461224776
Cox6a1,0,6.71029068837084,7.09596188521899,6.16014536350392,7.05857984604071,6.48723019867392,6.87472585820033,6.30872750339907,7.20010591474794,6.70032312987171,6.83558472097945,6.68313682614766,6.83546890019049,7.0401114300661,6.622062590543,6.72189814873141,6.87085332552118,6.37696296731461,6.14802038329781,6.93405835915966,6.97274508898333,7.27498144526912,7.36702778317516,5.52305996794898,7.6033808327697,5.71423158313608,7.10693931662906,6.64667578565788,6.63243523350166,0,6.53919509423304,7.25087461139349,6.8541077057462,7.04566558948449,6.82147907510398,6.49295709900341,6.58000754740006,6.69748915020746,6.80219880414849,6.88585800738566,6.77787003546735,6.69218318003539,6.95942106745773,6.62143825833081,6.77591843544517,7.08201237635281,6.32110629347981,6.90058032807082,6.96560930962856,6.90364143316604,6.48055172329151,6.82073855493914,6.81649390275042,7.20763298770228,7.06722520633151,6.79173164632757,6.90009227724418,6.59662773231324,6.90828233395556,5.37645193267627,7.11597016476217,6.44509354817702,6.87612900580268,7.04412328172527,6.70485766610022,7.04657252552209,6.89785718082623,7.08078557032017,6.94450970483385,7.02609091241531,7.47105575566261,7.10716844969872,6.86576661723926,7.06108653367651,6.98960721281447,7.10725287361421,5.23663696454071,7.01379434755733,7.09055741075694,7.18704434311625
Anxa3,6.88804318007441,6.79732008949588,4.41516800971589,6.61557358680283,7.06412694457939,6.73240149297332,6.98438760316575,7.09961919260009,6.99662268381407,6.66917171948361,6.88666930255549,6.18489136328962,6.87417946491046,7.20786489554582,6.90652951406889,6.75534638861505,6.70374126427405,6.98914851221441,6.85642245634973,6.98171681786176,6.5338680344502,4.01737720801712,7.19294456855973,7.45950994681503,7.54730265109707,3.40108425075574,7.07125578523988,6.43674773001201,6.53736695741951,6.99958322365171,6.80976353093007,7.22314428237356,6.83542818189068,6.55616038409342,6.74839276888336,6.55491014559535,6.5413540417721,6.53175972509701,6.49287805897626,6.70345132428842,6.46242798481689,5.92146774603832,6.79822442653271,6.4061264209965,6.59236384176291,7.0421895148876,3.9905607511747,6.18107045063058,7.04787912208448,6.8828456276944,6.06433985582656,6.4404691457582,6.74763347302968,6.96924031960096,6.66867731732715,0,6.17337150859233,6.18878363676768,6.86308883464863,0,6.57635038410508,6.4516376046583,4.79491296309996,0,6.51124777875932,0,6.74119413422121,6.91850621146233,6.63973263775867,6.86432314595118,7.06560187287969,0,5.06654283034788,6.77906439933444,7.11203346558128,0,7.4789724305314,0,6.88146813291629,7.03964687028154
Cldn18,7.50275789166293,6.77677358199327,6.88371272527673,6.4491448378838,6.79219830198961,6.72319083036348,6.84876427226525,7.10391988436451,7.10683887067846,6.46127317618486,6.9759099667067,6.53253751215001,6.94746067669105,7.13406541378326,6.83711097758175,6.71627760046895,6.77421712122098,6.84601837342874,6.96321361240477,6.9378297204626,6.94428782950562,7.24438574539719,7.30147898941455,7.44552541999861,6.98670871152735,7.25771710029208,6.99632609664139,6.68524849734986,6.60671528477469,7.3471328043492,6.92564172591401,7.20900301557287,6.82751848121881,7.18906908933702,6.87361555846158,6.39714814826845,6.44051718911145,6.51186502743096,6.66428979703893,6.84297008735267,6.74376042920289,0,7.04835386330177,6.49268799716136,6.83520748195328,7.18444090856212,4.62018112740994,6.90806387162791,6.95832305987563,6.90768414746144,5.94761076313405,6.75153105982675,6.86308626972932,7.20749625615619,6.89281500945685,0,6.82528742058611,6.11214388369396,6.98352997240014,6.58148433018431,6.73039315817258,6.59451531812028,6.68999821622792,6.7599689825909,0,6.17664913375482,6.78706281695183,6.99007359625403,6.85072965911431,6.9934691455569,0,6.67453312191916,0,6.83365966663228,6.97917147585868,0,7.40956305947399,0,7.02909891824444,7.0504022472681
Cav1,7.43461536890599,6.73699645644556,7.07579360487703,6.57116148093303,7.06328740150043,6.56403542685087,6.79924811098196,6.99426976765261,7.00538892675851,6.42206184384388,6.70867888080894,6.37272790630615,6.85223144521468,6.78371927705317,6.94959382733705,6.64135553104723,6.67698827964379,6.96374089945559,6.76268416906363,6.7870909987943,6.15805061496141,7.292809318056,7.2626719854444,7.4380074724524,6.71487371152715,6.97576831860518,7.00532576399264,6.53042211176382,6.31546676893721,0,6.76904919411822,7.254418118137,6.82473298211337,7.24249204262866,6.84745150328829,6.49146202308082,6.32462811542518,0,2.18037375365508,6.67346267766874,6.63129361569702,0,6.97527849351459,5.93617996667092,0,6.88379302498639,0,6.86483318826594,6.67792219617238,6.75384205071437,5.54766051111467,6.76195066013459,6.76465961345334,7.23529173069987,6.9392953364409,0,6.36671358123932,5.51072458617628,6.80173603113738,0,0,6.45870996892191,0,0,0,0,6.47937285763995,6.76181648355454,6.50246584830563,6.96593362537801,0,0,5.1893240319212,6.45710536131938,6.46858033909485,0,7.33547110913225,0,6.80258165727026,6.91141365378339
1190002H23Rik,6.98886940222226,6.69298869404207,6.31510041383581,6.47144685131936,7.2370230507557,6.65530998723111,6.73267085991025,6.99741971041448,7.05974451161064,6.67144701999822,6.84616827817292,6.52649921276365,6.64807405312322,7.03923691374377,7.03082230879935,6.75972286314454,6.73810864129978,6.98756049237115,6.85054591739639,6.73122071286633,6.77605235378547,6.63503139360011,6.69351469740578,5.12487797852585,7.47326654129045,0,6.9625005663729,6.45158585236814,6.21239153085086,0,6.6972699861961,7.11075561461276,6.79144740026709,7.15561266203666,6.95630507980164,6.34638221222975,6.50046491804371,6.2909678328185,0,6.78769117311624,6.66405449854653,0,6.95554067327647,6.42522658066734,6.79584177438114,6.97864358796447,5.63609937754631,6.2175674391794,6.9964555884808,6.77879030981519,6.01308554452463,6.48327111300852,6.77807939610109,7.08679600771298,7.09939292215628,0,6.83834862891853,6.31756303940933,6.35324785982147,5.16369119723929,0,6.51559538133705,0,0,5.87496373477332,0,6.3228629258018,6.94016599833583,6.7982390436223,6.99141707259475,0,6.38863783951191,6.27620862771639,6.5442722663875,6.89655878061263,6.66405571906988,7.16565515759124,0,6.94033914516361,6.69816706117249
Id3,6.76276239538435,6.69949665027105,0,6.55827003796938,7.03761195659347,6.58883471984517,6.72823527630278,0,7.07276608448804,6.67936558851196,6.52838358356209,6.51972627056826,0,7.06152242223345,6.68315562227548,6.73247666869955,5.80527580400084,7.00792036137332,6.09595418577621,6.76415634141446,6.78898878350202,6.93808135980307,0,7.17023212198457,0,7.3455237015443,6.52458330033164,6.57915675315746,6.15692314681645,0,0,7.10518819822513,0,7.06149893709888,6.75507654234878,5.97874257608827,0,6.46061146007651,6.55491013809466,6.73360931143429,6.63687370884591,6.27792603077206,7.02844683592114,6.41278722345904,0,6.99770081622058,0,6.72720826712766,6.51635344917831,6.76063583482978,6.1012198068515,5.45432935960641,6.80488808056531,7.05142852731788,6.99940150041498,0,0,0,6.60997655476372,6.90357524024835,0,6.0168109002659,6.7682738947219,0,0,0,6.78412993531768,7.00412839857507,6.84636251625405,6.86597546033707,0,0,6.33326678191193,0,6.87013675689675,0,7.48443175830744,0,6.94594494428562,6.42344945908001
Crip2,7.05343344502617,6.5037849708121,6.59354959390891,6.25227433143629,5.57480951264764,6.65320340628305,6.9660643677799,6.84482793595479,6.97936329631878,6.28132165014384,6.60115175493454,6.3999508151368,6.94359028050583,6.98178756667528,6.71500684975756,6.7949393046512,6.75573282693249,0,6.83605744832387,6.88558162387849,6.89540949778577,7.1392168229865,6.37686988402728,0,7.40275733939918,7.35193456325113,6.93743754504944,6.50340910425578,6.55250370542746,7.37938431808951,6.41647897921676,7.29858405346806,6.77646918754722,7.28665824972339,6.81367990832137,6.51763542529359,6.55593065113139,4.15375526812441,0,6.69569281367144,6.65052291081989,6.58928168509155,6.80746835233141,6.00654399154801,0,7.13938785455278,6.21681416061468,6.90177504796673,6.96887381188647,6.45787311091569,6.36169850272649,6.43353246090809,6.79158799442962,7.06937211303155,0,6.73177040472157,6.1197242761833,6.45327668175272,5.96466740388847,6.66821703292453,0,6.46210575443556,0,0,6.31938436359435,6.825375570748,6.80752287322474,6.21402924347778,6.85257133832968,6.82375675566358,0,6.90347017572993,6.7151113353431,6.98204407829009,5.34350772993968,4.96708827589619,7.43153962673852,7.52420880667379,6.10064946774662,6.75975339153102
Akap5,7.26653982629692,6.65810133942224,4.64759362908481,6.51469993589898,6.9740725583156,6.50699575854567,6.68457746539692,7.05321965717438,6.91820683701348,6.60059910579418,6.68251347403967,6.45748138207906,6.36655915917611,6.96514346785778,6.70112181496669,6.63186073967784,6.46143818574659,6.63347000263925,6.79313245498138,6.82201827093816,6.67753427446248,7.19355963907718,7.14394065248033,7.31253683905391,7.14351714344806,0,6.9550510529738,6.56357189361864,6.37081195771582,0,6.83787693784062,7.03428135974499,6.64238890670481,7.0536661626868,6.77362540931024,6.24176138697533,6.17518110885443,5.33388562022745,0,6.6757293940209,6.67984097618791,0,7.01943678788929,6.38064616788701,6.28849517228094,7.12607953689836,0,6.93622760293473,6.79187154546625,6.80436945371123,0,6.52336118480171,6.70073416833727,7.16581944261314,6.80375074908527,0,6.47109767162965,5.86443888486768,6.82229595472832,3.70914899728743,0,6.55382261542619,0,0,0,5.62229848105276,6.59116515171414,6.82630459364605,6.63381053104871,7.06360764422701,0,0,4.11168100105298,0,6.94775873129698,0,7.4786807642265,0,6.89647951527584,7.08459637194452
Pdpn,7.50103264616853,6.76001723424955,0,6.36802990827922,6.98737633339874,6.56613342567754,6.82354937460612,6.96929245706359,6.98261050228698,6.39989571470986,6.67223662451714,6.40842786004125,6.81110099974681,6.93831146303901,6.69499313864858,6.75181072002459,6.7791972154912,6.70209462096435,6.81462544724114,6.15353364434879,6.66654171959045,6.62155066710464,6.92909313660496,7.56565275308555,7.36917721891908,0,6.88929426065266,6.64483071552342,6.16662356743727,0,6.65956289798044,7.21479265699406,6.6589300455954,6.9457494838958,6.83242557740537,6.40915464480555,6.35263315719926,2.27199568948673,0,6.71813412259441,6.47215775054603,0,6.99834852043179,6.29462701632286,0,7.08115086375921,0,6.68886613886965,6.90430235218832,6.67765479433223,0,5.40284327799591,6.71443861869763,7.0036843853504,6.97543063875078,0,6.71197260276254,5.24785940586669,6.73628104748792,0,0,6.40741537886109,0,0,0,0,6.34133446784585,6.85174121093044,6.40880381851781,7.01506212723229,0,0,0,6.50369521180693,6.84066966435463,5.78044685504059,7.3390159957907,0,6.85838672628358,6.98413683522585
Mir684-2,0,0,0,0,0,0,0,7.11417430381885,0,0,6.91111384733695,0,7.06647303007275,0,6.94152233802674,0,0,0,6.97828944745436,0,0,0,0,7.50131510684227,0,0,0,0,0,0,0,0,0,7.21737420118083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.25597331379446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2410006H16Rik,0,0,7.08495259363651,0,0,6.55253676053517,5.94828376394271,6.68075007783446,7.12949801674646,6.19495541416095,6.87999302293055,6.53351937861139,5.68661017048229,6.97952474041975,6.88622883154121,6.75732498706192,6.3671196764847,6.84588604625533,6.90454312617114,6.9030860750192,6.84464494772307,0,5.76202679153798,7.11241823225736,0,0,0,6.3541196781807,6.55677749908416,7.23836133622227,6.34626148448662,0,6.72961252446484,0,5.41188170429083,6.30610434805578,6.27537543689375,6.45181466041129,6.54924128393841,6.40264567247238,6.43292066693784,6.68542134487907,6.85060917796909,6.58492254214867,0,5.94182234266449,6.06936019957752,6.82643535868573,6.82894552507755,6.69392982002168,6.33545076569616,5.79177630490017,6.64397024590829,5.89406106861879,7.01455512152145,6.53227027269774,6.75429759327311,6.51784125303689,6.74889029547994,6.74027915933151,6.95388477663504,6.53164702556413,6.84961685740568,6.5004333631009,6.5502602031941,6.80870162032551,6.85625940122412,4.57112638683902,6.28980142693827,0,0,4.16263554502575,6.51180419157471,7.10545022906814,6.48368701819403,6.79720455089488,0,7.70013425334206,0,6.92293845489053
Cyp2f2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.01002262839827,0,0,0,0,0,0,0,0,0,0,6.67398439759342,0,0,0,0,0,0,0,6.55945628257911,0,0,0,0,6.93259197258008,0,6.56566123278802,0,0,6.17623878351456,0,0,0,6.50162856593662,0,0,0,0,0.594681433221848,0,6.84143501355021,0,0,0,0,0,0,6.75535987111815,7.09235864232982,0,0,0,0,0,0,6.87112653350223,7.09255087072506,0,7.08102843763812,0,7.34490217157184,0,0
Tspan8,7.2519137354389,6.64522392662371,7.1515499368917,6.3536341230906,7.13499530767853,6.6467431111545,6.92813365416169,6.99866433997192,6.97596848453964,6.69500550438336,6.7816755383687,6.51139423488825,6.73550856680691,7.09102892392376,6.70949431895054,6.72810593411701,6.75363700196861,6.7585314425192,6.84335901055831,6.29683794013502,6.68063632054467,7.36440634177746,4.99077684566669,7.07446711894673,6.46103450995762,5.97437195670451,6.78232293958044,6.6001639596024,6.06080999377451,7.1046594965906,6.70494891675726,7.19082370945333,6.8195720460089,6.86656632236018,6.71111399632827,6.35182285013129,6.19142785734465,6.55522954309443,6.48739772178332,6.728932025265,6.53759394983348,5.00760616414112,7.04240043490603,6.17398548250172,6.0257961851127,7.05092297189479,0,6.82866446583684,6.88717290819291,6.33495175394064,0,6.73167548960941,6.72466064910506,6.94140233444442,6.8216523963855,4.61818605319524,6.75733704936725,0,6.90912386142928,6.60690381698631,6.52398769645268,6.50882039838935,0,0,0,0,6.59146835647604,6.88816556397197,6.48401985004512,7.08474242475799,5.1455679711035,0,0,0,6.96513582226899,0,7.44264733248919,0,6.83813964546103,6.93108245871252
